-0.999968 0.000000 0.007938
-0.999897 -0.010390 -0.009901
-0.999897 0.010390 -0.009901
-0.999774 -0.019707 0.007936
-0.999774 0.019707 0.007936
-0.999686 -0.010225 0.022870
-0.999686 0.010225 0.022870
-0.999615 0.000000 -0.027742
-0.999498 -0.030097 -0.009904
-0.999498 0.030097 -0.009904
-0.999399 -0.020775 -0.027736
-0.999399 0.020775 -0.027736
-0.999290 -0.029932 0.022867
-0.999290 0.029932 0.022867
-0.999285 0.000000 0.037802
-0.999192 -0.039407 0.007932
-0.999192 0.039407 0.007932
-0.999076 -0.020447 0.037794
-0.999076 0.020447 0.037794
-0.998906 -0.010390 -0.045587
-0.998906 0.010390 -0.045587
-0.998795 -0.040487 -0.027747
-0.998795 0.040487 -0.027747
-0.998710 -0.049805 -0.009910
-0.998710 0.049805 -0.009910
-0.998556 -0.010225 0.052735
-0.998556 0.010225 0.052735
-0.998506 -0.049635 0.022860
-0.998506 0.049635 0.022860
-0.998478 -0.040155 0.037795
-0.998478 0.040155 0.037795
-0.998476 -0.031152 -0.045560
-0.998476 0.031152 -0.045560
-0.998221 -0.059091 0.007924
-0.998221 0.059091 0.007924
-0.998139 -0.030663 0.052707
-0.998139 0.030663 0.052707
-0.997987 0.000000 -0.063418
-0.997802 -0.060183 -0.027748
-0.997802 0.060183 -0.027748
-0.997772 -0.020762 -0.063404
-0.997772 0.020762 -0.063404
-0.997709 0.000000 0.067658
-0.997666 -0.050859 -0.045565
-0.997666 0.050859 -0.045565
-0.997534 -0.069482 -0.009919
-0.997534 0.069482 -0.009919
-0.997500 -0.020438 0.067644
-0.997500 0.020438 0.067644
-0.997492 -0.059848 0.037781
-0.997492 0.059848 0.037781
-0.997339 -0.050366 0.052700
-0.997339 0.050366 0.052700
-0.997333 -0.069311 0.022851
-0.997333 0.069311 0.022851
-0.997127 -0.041515 -0.063363
-0.997127 0.041515 -0.063363
-0.996875 -0.040868 0.067602
-0.996875 0.040868 0.067602
-0.996863 -0.078753 0.007913
-0.996863 0.078753 0.007913
-0.996637 -0.010390 -0.081284
-0.996637 0.010390 -0.081284
-0.996530 -0.010225 0.082609
-0.996530 0.010225 0.082609
-0.996463 -0.070584 -0.045599
-0.996463 0.070584 -0.045599
-0.996416 -0.079905 -0.027763
-0.996416 0.079905 -0.027763
-0.996206 -0.031152 -0.081256
-0.996206 0.031152 -0.081256
-0.996148 -0.070075 0.052712
-0.996148 0.070075 0.052712
-0.996115 0.079552 0.037774
-0.996115 -0.079552 0.037774
-0.996113 -0.030663 0.082581
-0.996113 0.030663 0.082581
-0.996106 -0.061247 -0.063410
-0.996106 0.061247 -0.063410
-0.995965 -0.089193 -0.009929
-0.995965 0.089193 -0.009929
-0.995869 -0.060586 0.067627
-0.995869 0.060586 0.067627
-0.995769 -0.089003 0.022837
-0.995769 0.089003 0.022837
-0.995353 -0.051861 -0.081140
-0.995353 0.051861 -0.081140
-0.995284 -0.051060 0.082474
-0.995284 0.051060 0.082474
-0.995230 0.000000 0.097553
-0.995117 -0.098383 0.007899
-0.995117 0.098383 0.007899
-0.995074 0.000000 -0.099135
-0.995022 -0.020448 0.097532
-0.995022 0.020448 0.097532
-0.994870 -0.090294 -0.045609
-0.994870 0.090294 -0.045609
-0.994859 -0.020775 -0.099114
-0.994859 0.020775 -0.099114
-0.994697 -0.080955 -0.063432
-0.994697 0.080955 -0.063432
-0.994640 -0.099596 -0.027768
-0.994640 0.099596 -0.027768
-0.994568 -0.089766 0.052697
-0.994568 0.089766 0.052697
-0.994476 -0.080280 0.067625
-0.994476 0.080280 0.067625
-0.994402 -0.040850 0.097447
-0.994402 0.040850 0.097447
-0.994349 -0.099225 0.037753
-0.994349 0.099225 0.037753
-0.994220 -0.041489 -0.099019
-0.994220 0.041489 -0.099019
-0.994126 -0.071584 -0.081173
-0.994126 0.071584 -0.081173
-0.994076 -0.070769 0.082486
-0.994076 0.070769 0.082486
-0.994013 -0.108808 -0.009945
-0.994013 0.108808 -0.009945
-0.993822 -0.108617 0.022821
-0.993822 0.108617 0.022821
-0.993605 -0.010225 0.112452
-0.993605 0.010225 0.112452
-0.993368 -0.061235 0.097320
-0.993368 0.061235 0.097320
-0.993191 -0.030626 0.112399
