0.030018 0.005003 0.030018 -5.57E-4
0.035021 0.005003 0.030018 4.59E-4
0.040024 0.005003 0.030018 0.001479
0.045027 0.005003 0.030018 0.002434
0.05003 0.005003 0.030018 0.003271
0.055033 0.005003 0.030018 0.003936
0.060036 0.005003 0.030018 0.004362
0.065039 0.005003 0.030018 0.004487
0.070042 0.005003 0.030018 0.004258
0.075045 0.005003 0.030018 0.00362
0.080048 0.005003 0.030018 0.002529
0.085051 0.005003 0.030018 0.001076
0.090054 0.005003 0.030018 -6.15E-4
0.095057 0.005003 0.030018 -0.002399
0.10006 0.005003 0.030018 -0.004106
0.105063 0.005003 0.030018 -0.005558
0.110066 0.005003 0.030018 -0.006723
0.115069 0.005003 0.030018 -0.00758
0.120072 0.005003 0.030018 -0.008134
0.125075 0.005003 0.030018 -0.008406
0.130078 0.005003 0.030018 -0.008459
0.135081 0.005003 0.030018 -0.008184
0.140084 0.005003 0.030018 -0.007494
0.145087 0.005003 0.030018 -0.006452
0.15009 0.005003 0.030018 -0.005246
0.155093 0.005003 0.030018 -0.004049
0.160096 0.005003 0.030018 -0.003004
0.165099 0.005003 0.030018 -0.002263
0.170102 0.005003 0.030018 -0.0018
0.175105 0.005003 0.030018 -0.001492
0.180108 0.005003 0.030018 -0.00122
0.185111 0.005003 0.030018 -9.14E-4
0.190114 0.005003 0.030018 -4.83E-4
0.195117 0.005003 0.030018 0
0.20012 0.005003 0.030018 4.09E-4
0.205123 0.005003 0.030018 6.41E-4
0.210126 0.005003 0.030018 6.54E-4
0.215129 0.005003 0.030018 3.87E-4
0.220132 0.005003 0.030018 -1E-6
0.225135 0.005003 0.030018 -3.17E-4
0.230138 0.005003 0.030018 -4.22E-4
0.235141 0.005003 0.030018 -2.99E-4
0.240144 0.005003 0.030018 8E-5
0.245147 0.005003 0.030018 6.24E-4
0.25015 0.005003 0.030018 0.001223
0.255153 0.005003 0.030018 0.001793
0.260156 0.005003 0.030018 0.002297
0.265159 0.005003 0.030018 0.002692
0.270162 0.005003 0.030018 0.003001
0.275165 0.005003 0.030018 0.003249
0.280168 0.005003 0.030018 0.003458
0.030018 0.010006 0.030018 -7.53E-4
0.035021 0.010006 0.030018 3.31E-4
0.040024 0.010006 0.030018 0.001421
0.045027 0.010006 0.030018 0.002444
0.05003 0.010006 0.030018 0.003358
0.055033 0.010006 0.030018 0.004115
0.060036 0.010006 0.030018 0.004646
0.065039 0.010006 0.030018 0.004883
0.070042 0.010006 0.030018 0.004762
0.075045 0.010006 0.030018 0.00419
0.080048 0.010006 0.030018 0.003092
0.085051 0.010006 0.030018 0.001553
0.090054 0.010006 0.030018 -2.98E-4
0.095057 0.010006 0.030018 -0.002295
0.10006 0.010006 0.030018 -0.004221
0.105063 0.010006 0.030018 -0.00585
0.110066 0.010006 0.030018 -0.00714
0.115069 0.010006 0.030018 -0.008064
0.120072 0.010006 0.030018 -0.008638
0.125075 0.010006 0.030018 -0.008921
0.130078 0.010006 0.030018 -0.009026
0.135081 0.010006 0.030018 -0.008778
0.140084 0.010006 0.030018 -0.008037
0.145087 0.010006 0.030018 -0.00686
0.15009 0.010006 0.030018 -0.005477
0.155093 0.010006 0.030018 -0.004099
0.160096 0.010006 0.030018 -0.002909
0.165099 0.010006 0.030018 -0.002104
0.170102 0.010006 0.030018 -0.001648
0.175105 0.010006 0.030018 -0.00138
0.180108 0.010006 0.030018 -0.001143
0.185111 0.010006 0.030018 -8.47E-4
0.190114 0.010006 0.030018 -3.77E-4
0.195117 0.010006 0.030018 1.82E-4
0.20012 0.010006 0.030018 6.81E-4
0.205123 0.010006 0.030018 9.87E-4
0.210126 0.010006 0.030018 0.001011
0.215129 0.010006 0.030018 6.37E-4
0.220132 0.010006 0.030018 8E-5
0.225135 0.010006 0.030018 -3.91E-4
0.230138 0.010006 0.030018 -5.89E-4
0.235141 0.010006 0.030018 -5.05E-4
0.240144 0.010006 0.030018 -1.13E-4
0.245147 0.010006 0.030018 4.75E-4
0.25015 0.010006 0.030018 0.00112
0.255153 0.010006 0.030018 0.001723
0.260156 0.010006 0.030018 0.002242
0.265159 0.010006 0.030018 0.00263
0.270162 0.010006 0.030018 0.002922
0.275165 0.010006 0.030018 0.003156
0.280168 0.010006 0.030018 0.003361
0.030018 0.015009 0.030018 -0.001206
0.035021 0.015009 0.030018 -1.56E-4
0.040024 0.015009 0.030018 8.88E-4
0.045027 0.015009 0.030018 0.001862
0.05003 0.015009 0.030018 0.002775
0.055033 0.015009 0.030018 0.003626
0.060036 0.015009 0.030018 0.004349
0.065039 0.015009 0.030018 0.00486
0.070042 0.015009 0.030018 0.005069
0.075045 0.015009 0.030018 0.004825
0.080048 0.015009 0.030018 0.003993
0.085051 0.015009 0.030018 0.002643
0.090054 0.015009 0.030018 9E-4
0.095057 0.015009 0.030018 -0.00107
0.10006 0.015009 0.030018 -0.003041
0.105063 0.015009 0.030018 -0.004776
0.110066 0.015009 0.030018 -0.006219
0.115069 0.015009 0.030018 -0.007318
0.120072 0.015009 0.030018 -0.00809
0.125075 0.015009 0.030018 -0.008609
0.130078 0.015009 0.030018 -0.009021
0.135081 0.015009 0.030018 -0.009052
0.140084 0.015009 0.030018 -0.008474
0.145087 0.015009 0.030018 -0.007331
0.15009 0.015009 0.030018 -0.005901
0.155093 0.015009 0.030018 -0.004443
0.160096 0.015009 0.030018 -0.003177
0.165099 0.015009 0.030018 -0.002346
0.170102 0.015009 0.030018 -0.001905
0.175105 0.015009 0.030018 -0.001656
0.180108 0.015009 0.030018 -0.001408
0.185111 0.015009 0.030018 -0.001065
0.190114 0.015009 0.030018 -5E-4
0.195117 0.015009 0.030018 1.94E-4
0.20012 0.015009 0.030018 8.63E-4
0.205123 0.015009 0.030018 0.001346
0.210126 0.015009 0.030018 0.001451
0.215129 0.015009 0.030018 9.48E-4
0.220132 0.015009 0.030018 1.52E-4
0.225135 0.015009 0.030018 -5.39E-4
0.230138 0.015009 0.030018 -8.59E-4
0.235141 0.015009 0.030018 -8.18E-4
0.240144 0.015009 0.030018 -3.99E-4
0.245147 0.015009 0.030018 2.53E-4
0.25015 0.015009 0.030018 9.61E-4
0.255153 0.015009 0.030018 0.001601
0.260156 0.015009 0.030018 0.00213
0.265159 0.015009 0.030018 0.002497
0.270162 0.015009 0.030018 0.002758
0.275165 0.015009 0.030018 0.002975
0.280168 0.015009 0.030018 0.00319
0.030018 0.020012 0.030018 -0.00182
0.035021 0.020012 0.030018 -0.001031
0.040024 0.020012 0.030018 -2.6E-4
0.045027 0.020012 0.030018 4.79E-4
0.05003 0.020012 0.030018 0.001206
0.055033 0.020012 0.030018 0.001933
0.060036 0.020012 0.030018 0.002634
0.065039 0.020012 0.030018 0.003273
0.070042 0.020012 0.030018 0.003781
0.075045 0.020012 0.030018 0.003987
0.080048 0.020012 0.030018 0.003725
0.085051 0.020012 0.030018 0.00302
0.090054 0.020012 0.030018 0.001943
0.095057 0.020012 0.030018 5.96E-4
0.10006 0.020012 0.030018 -8.77E-4
0.105063 0.020012 0.030018 -0.002318
0.110066 0.020012 0.030018 -0.00367
0.115069 0.020012 0.030018 -0.004865
0.120072 0.020012 0.030018 -0.005902
0.125075 0.020012 0.030018 -0.006837
0.130078 0.020012 0.030018 -0.007797
0.135081 0.020012 0.030018 -0.008422
0.140084 0.020012 0.030018 -0.008402
0.145087 0.020012 0.030018 -0.007725
0.15009 0.020012 0.030018 -0.006639
0.155093 0.020012 0.030018 -0.005374
0.160096 0.020012 0.030018 -0.004216
0.165099 0.020012 0.030018 -0.003479
0.170102 0.020012 0.030018 -0.003116
0.175105 0.020012 0.030018 -0.002884
0.180108 0.020012 0.030018 -0.002564
0.185111 0.020012 0.030018 -0.002115
0.190114 0.020012 0.030018 -0.001479
0.195117 0.020012 0.030018 -6.99E-4
0.20012 0.020012 0.030018 1.52E-4
0.205123 0.020012 0.030018 9.39E-4
0.210126 0.020012 0.030018 0.001335
0.215129 0.020012 0.030018 9.85E-4
0.220132 0.020012 0.030018 2.24E-4
0.225135 0.020012 0.030018 -5.1E-4
0.230138 0.020012 0.030018 -9.03E-4
0.235141 0.020012 0.030018 -9.16E-4
0.240144 0.020012 0.030018 -4.72E-4
0.245147 0.020012 0.030018 2.45E-4
0.25015 0.020012 0.030018 0.001015
0.255153 0.020012 0.030018 0.001678
0.260156 0.020012 0.030018 0.002175
0.265159 0.020012 0.030018 0.002428
0.270162 0.020012 0.030018 0.002558
0.275165 0.020012 0.030018 0.002693
0.280168 0.020012 0.030018 0.002892
0.030018 0.025015 0.030018 -0.00254
0.035021 0.025015 0.030018 -0.001999
0.040024 0.025015 0.030018 -0.001492
0.045027 0.025015 0.030018 -0.001024
0.05003 0.025015 0.030018 -5.36E-4
0.055033 0.025015 0.030018 2.7E-5
0.060036 0.025015 0.030018 6.33E-4
0.065039 0.025015 0.030018 0.001218
0.070042 0.025015 0.030018 0.00171
0.075045 0.025015 0.030018 0.00202
0.080048 0.025015 0.030018 0.002065
