-0.999968 0.000000 0.007938
-0.988558 -0.081522 0.126911
-0.988558 0.081522 0.126911
-0.987565 -0.157016 0.007839
-0.987565 0.157016 0.007839
-0.987489 -0.082747 -0.134233
-0.987489 0.082747 -0.134233
-0.969154 0.000000 0.246457
-0.962961 -0.238062 0.126623
-0.962961 0.238062 0.126623
-0.961512 -0.239710 -0.134294
-0.961512 0.239710 -0.134294
-0.961026 0.000000 -0.276459
-0.956457 -0.161338 0.243228
-0.956457 0.161338 0.243228
-0.950662 -0.310137 0.007546
-0.950662 0.310137 0.007546
-0.948134 -0.163243 -0.272750
-0.948134 0.163243 -0.272750
-0.931278 -0.081464 0.355084
-0.931278 0.081464 0.355084
-0.919801 -0.376157 -0.111678
-0.919801 0.376157 -0.111678
-0.918986 -0.302137 -0.253335
-0.918986 0.302137 -0.253335
-0.916916 -0.295512 0.268212
-0.916916 0.295512 0.268212
-0.916271 -0.371596 0.149542
-0.916271 0.371596 0.149542
-0.910868 -0.082663 -0.404335
-0.910868 0.082663 -0.404335
-0.897683 -0.212039 0.386270
-0.897683 0.212039 0.386270
-0.892540 -0.220562 -0.393350
-0.892540 0.220562 -0.393350
-0.890710 -0.454505 0.007835
-0.890710 0.454505 0.007835
-0.887916 0.000000 0.460006
-0.870981 -0.434832 -0.228722
-0.870981 0.434832 -0.228722
-0.859610 -0.129783 0.494192
-0.859610 0.129783 0.494192
-0.858862 -0.423720 0.287781
-0.858862 0.423720 0.287781
-0.856003 -0.358818 -0.372167
-0.856003 0.358818 -0.372167
-0.850651 0.000000 -0.525731
-0.848865 -0.516704 -0.111562
-0.848865 0.516704 -0.111562
-0.845837 -0.344017 0.407692
-0.845837 0.344017 0.407692
-0.845387 -0.512693 0.149888
-0.845387 0.512693 0.149888
-0.842518 -0.137952 -0.520705
-0.842518 0.137952 -0.520705
-0.818274 -0.273267 -0.505721
-0.818274 0.273267 -0.505721
-0.817003 0.000000 0.576633
-0.815133 -0.257125 0.519081
-0.815133 0.257125 0.519081
-0.808992 -0.587767 0.007932
-0.808992 0.587767 0.007932
-0.805154 -0.485016 -0.341300
-0.805154 0.485016 -0.341300
-0.786999 -0.571788 -0.231713
-0.786999 0.571788 -0.231713
-0.782841 -0.130199 0.608447
-0.782841 0.130199 0.608447
-0.779875 -0.465199 0.418790
-0.779875 0.465199 0.418790
-0.778382 -0.403355 -0.481067
-0.778382 0.403355 -0.481067
-0.773849 -0.562234 0.291634
-0.773849 0.562234 0.291634
